confirmé	O
son	O
funeste	O
rapport	O
.	O

Encor	O
,	O
si	O
sur	O
les	O
bords	O
l'	O
onde	O
daignant	O
le	O
rendre	O
,	O
J'	O
avais	O
dans	O
un	O
tombeau	O
pu	O
renfermer	O
sa	O
cendre	O
:	O
Mais	O
Oreste	O
est	O
privé	O
de	O
ce	O
bien	O
précieux	O
Qu'	O
au	O
plus	O
simple	O
des	O
Grecs	O
ont	O
accordé	O
les	O
Cieux	O
,	O
Et	O
ma	O
douleur	O
n'	O
a	O
pu	O
que	O
par	O
des	O
sacrifices	O
À	O
ses	O
Mânes	O
errants	O
rendre	O
les	O
Dieux	O
propices	O
.	O

Voilà	O
par	O
quel	O
destin	O
ces	O
Dieux	O
nous	O
ont	O
trahis	O
.	O

Voilà	O
le	O
sort	O
du	O
Père	O
,	O
apprends	O
celui	O
du	O
Fils	O
.	O

Le	O
grand	O
Agamemnon	O
ayant	O
mis	O
Troie	B-LOC
en	O
cendre	O
,	O
Des	O
filles	O
de	O
Priam	O
ne	O
voulut	O
que	O
Cassandre	O
,	O
Et	O
bientôt	O
avec	O
elle	O
envoya	O
dans	O
ces	O
lieux	O
Du	O
butin	O
le	O
plus	O
rare	O
un	O
amas	O
glorieux	O
.	O

Quel	O
devins-je	O
au	O
moment	O
que	O
je	O
fus	O
sur	O
la	O
rive	O
Recevoir	O
dans	O
un	O
char	O
cette	O
illustre	O
captive	O
!	O

Ces	O
dépouilles	O
amies	O
,	O
qu'	O
on	O
traînait	O
sur	O
ses	O
pas	O
,	O
Armes	O
,	O
étendards	O
,	O
tout	O
relevait	O
ses	O
appas	O
.	O

Quelquefois	O
à	O
la	O
voir	O
ferme	O
,	O
fière	O
et	O
constante	O
On	O
eût	O
dit	O
qu'	O
à	O
Mycènes	B-LOC
elle	O
entrait	O
triomphante	O
.	O

Quelquefois	O
sur	O
son	O
front	O
une	O
noble	O
douleur	O
Faisait	O
aux	O
plus	O
cruels	O
déplorer	O
son	O
malheur	O
.	O

Hélas	O
!	O

Bien	O
plus	O
que	O
tous	O
je	O
plaignis	O
sa	O
misère	O
.	O

Je	O
fus	O
presque	O
indigné	O
des	O
exploits	O
de	O
mon	O
Père	O
.	O

J'	O
admirais	O
sa	O
vertu	O
,	O
j'	O
admirais	O
ses	O
appas	O
.	O

Dans	O
ces	O
lieux	O
en	O
tremblant	O
je	O
conduisis	O
ses	O
pas	O
.	O

Que	O
te	O
dirai-je	O
enfin	O
?	O

Je	O
pris	O
toute	O
la	O
flamme	O
Que	O
l'	O
Amour	O
peut	O
jamais	O
allumer	O
dans	O
un	O
âme	O
,	O
Et	O
je	O
sens	O
plus	O
de	O
maux	O
par	O
cette	O
passion	O
Que	O
les	O
Grecs	O
n'	O
en	O
ont	O
fait	O
les	O
murs	O
d'	O
Ilion	B-LOC
.	O

Quoi	O
,	O
Cassandre	O
pour	O
vous	O
,	O
Seigneur	O
,	O
trop	O
insensible	O
?	O

Justes	O
Dieux	O
!	O

Qu'	O
elle	O
a	O
vu	O
mes	O
feux	O
d'	O
un	O
oeil	O
terrible	O
!	O

Dès	O
l'	O
enfance	O
vouée	O
au	O
culte	O
des	O
autels	O
Elle	O
abhorre	O
l'	O
amour	O
des	O
profanes	O
mortels	O
.	O

Elle	O
hait	O
,	O
cher	O
Pylade	O
,	O
un	O
amant	O
dont	O
le	O
père	O
A	O
détruit	O
sa	O
famille	O
,	O
a	O
causé	O
a	O
misère	O
,	O
Et	O
toujours	O
trop	O
fidèle	O
à	O
ses	O
vives	O
douleurs	O
,	O
Sa	O
plus	O
douce	O
réponse	O
est	O
de	O
verser	O
des	O
pleurs	O
.	O

Vos	O
vertus	O
,	O
votre	O
amour	O
,	O
vos	O
soins	O
,	O
votre	O
constance	O
,	O
Charmeront	O
ses	O
ennuis	O
,	O
vaincront	O
la	O
résistance	O
.	O

Mais	O
la	O
Reine	O
sait-elle	O
?	O

.....	O
Hélas	O
!	O

Que	O
me	O
dis-tu	O
?	O

Clytemnestre	O
la	O
plaint	O
et	O
chérit	O
sa	O
vertu	O
.	O

Cependant	O
Clytemnestre	O
et	O
dédaigne	O
et	O
déteste	O
Le	O
sang	O
d'	O
un	O
Ennemi	O
dont	O
Cassandre	O
est	O
le	O
reste	O
Et	O
perdant	O
tout	O
espoir	O
d'	O
obtenir	O
rien	O
sur	O
moi	O
,	O
En	O
prenant	O
un	O
époux	O
elle	O
veut	O
faire	O
un	O
Roi	O
.	O

Jusque-là	O
le	O
dépit	O
fait	O
emporter	O
la	O
Reine	O
!	O

Déjà	O
pour	O
son	O
Hymen	O
tout	O
s'	O
apprête	O
à	O
Mycènes	B-LOC
,	O
Et	O
le	O
superbe	O
Egisthe	O
est	O
cet	O
indigne	O
époux	O
....	O
Egisthe	O
!	O

Ah	O
que	O
ce	O
choix	O
est	O
à	O
craindre	O
pour	O
vous	O
!	O

Chargé	O
pendant	O
dix	O
ans	O
par	O
le	O
roi	O
votre	O
père	O
,	O
Du	O
soin	O
de	O
seconder	O
la	O
Reine	O
votre	O
mère	O
,	O
Ce	O
perfide	O
aura	O
su	O
par	O
de	O
secrets	O
complots	O
S'	O
assurer	O
des	O
plus	O
grands	O
de	O
Mycènes	B-LOC
et	O
d'	O
Argos	B-LOC
.	O

Oui	O
,	O
Pylade	O
:	O
d'	O
abord	O
les	O
uns	O
ont	O
fait	O
connaître	O
Que	O
lassés	O
d'	O
une	O
Reine	O
ils	O
veulent	O
voir	O
un	O
maître	O
:	O
D'	O
autres	O
ont	O
soutenu	O
que	O
l'	O
État	O
veut	O
un	O
roi	O
,	O
Plus	O
savant	O
à	O
régner	O
et	O
moins	O
jeune	O
que	O
moi	O
.	O

Ce	O
sont	O
les	O
sentiments	O
qu'	O
Egisthe	O
leur	O
inspire	O
,	O
Et	O
c'	O
est	O
par	O
ces	O
degrés	O
qu'	O
il	O
s'	O
élève	O
à	O
l'	O
Empire	O
.	O

N'	O
offrez	O
donc	O
point	O
,	O
Seigneur	O
,	O
en	O
cette	O
occasion	O
Des	O
prétextes	O
nouveaux	O
à	O
son	O
ambition	O
.	O

Étouffez	O
ou	O
cachez	O
cet	O
Amour	O
que	O
Cassandre	O
.....	O
Moi	O
cacher	O
un	O
Amour	O
si	O
glorieux	O
,	O
si	O
tendre	O
!	O

Un	O
amour	O
que	O
le	O
Ciel	O
alluma	O
dans	O
mon	O
sein	O
!	O

Ah	O
plutôt	O
....	O
Mais	O
,	O
Seigneur	O
,	O
quel	O
est	O
votre	O
dessein	O
?	O

Connais	O
,	O
puisqu'	O
il	O
le	O
faut	O
,	O
mon	O
âme	O
tout	O
entière	O
.	O

Je	O
veux	O
.....	O
mais	O
quelqu'	O
un	O
vient	O
:	O
C'	O
est	O
la	O
Reine	O
ma	O
mère	O
;	O

Je	O
dois	O
tâcher	O
encor	O
de	O
fléchir	O
son	O
courroux	O
.	O

Va	O
,	O
tu	O
sauras	O
après	O
à	O
quoi	O
je	O
me	O
résous	O
.	O

Que	O
son	O
front	O
marge	O
une	O
âme	O
en	O
secret	O
agitée	O
!	O

Mon	O
fils	O
,	O
vous	O
le	O
savez	O
,	O
vous	O
m'	O
avez	O
irritée	O
;	O

Mais	O
n'	O
importe	O
,	O
du	O
sang	O
j'	O
écoute	O
encor	O
la	O
voix	O
Et	O
je	O
viens	O
vous	O
parler	O
pour	O
la	O
dernière	O
fois	O
.	O

Avec	O
combien	O
de	O
soin	O
,	O
avec	O
quelle	O
tendresse	O
M'	O
a-t-on	O
vue	O
élever	O
votre	O
illustre	O
jeunesse	O
!	O

Quel	O
plaisir	O
si	O
j'	O
avais	O
dans	O
les	O
bras	O
d'	O
un	O
époux	O
Pu	O
remettre	O
en	O
son	O
fils	O
un	O
Prince	O
tel	O
que	O
vous	O
!	O

Il	O
n'	O
est	O
plus	O
:	O
Il	O
a	O
fait	O
un	O
funeste	O
naufrage	O
.	O

Son	O
Trône	O
par	O
sa	O
mort	O
devient	O
votre	O
héritage	O
:	O
Cependant	O
les	O
mutins	O
viennent	O
à	O
haute	O
voix	O
De	O
demander	O
qu'	O
Égisthe	O
ici	O
donne	O
des	O
Lois	O
.	O

Ne	O
craignez	O
rien	O
,	O
mon	O
fils	O
:	O
Je	O
suis	O
et	O
Mère	O
et	O
Reine	O
;	O

Je	O
mettrai	O
dans	O
vos	O
mains	O
la	O
Grandeur	O
souveraine	O
;	O

Mais	O
il	O
faut	O
qu'	O
un	O
Hymen	O
auguste	O
avantageux	O
,	O
En	O
rende	O
encor	O
le	O
jour	O
plus	O
saint	O
et	O
plus	O
pompeux	O
.	O

Ouvre	O
les	O
yeux	O
,	O
voyez	O
auprès	O
de	O
votre	O
Mère	O
Les	O
filles	O
de	O
ces	O
Rois	O
qu'	O
assembla	O
votre	O
Père	O
.	O

Pour	O
chacune	O
à	O
l'	O
envie	O
l'	O
on	O
brigue	O
en	O
cette	O
Cour	O
.	O

Choisissez	O
,	O
épousez	O
dès	O
demain	O
,	O
dès	O
ce	O
jour	O
La	O
Princesse	O
ou	O
de	O
Crète	B-LOC
,	O
ou	O
de	O
Sparte	B-LOC
,	O
ou	O
d'	O
Athènes	B-LOC
.	O

De	O
l'	O
État	O
à	O
ce	O
prix	O
je	O
vous	O
remets	O
les	O
rênes	O
;	O

Mais	O
n'	O
en	O
murmurez	O
pas	O
:	O
je	O
sais	O
ce	O
que	O
je	O
dois	O
,	O
À	O
vous	O
,	O
à	O
vos	O
sujets	O
,	O
à	O
tous	O
les	O
Grecs	O
,	O
à	O
moi	O
.	O

Je	O
conçois	O
vos	O
bontés	O
,	O
je	O
vois	O
votre	O
prudence	O
.	O

Je	O
sens	O
pour	O
vous	O
Respect	O
,	O
Amour	O
,	O
Reconnaissance	O
.	O

Mais	O
que	O
j'	O
en	O
donnerais	O
des	O
gages	O
peu	O
certains	O
,	O
Si	O
j'	O
osais	O
arracher	O
le	O
Sceptre	O
de	O
vos	O
mains	O
!	O

Régnez	O
encor	O
,	O
régnez	O
.	O

Ne	O
croyez	O
point	O
,	O
Madame	O
,	O
Qu'	O
on	O
se	O
veuille	O
soustraire	O
aux	O
ordres	O
d'	O
une	O
femme	O
.	O

Les	O
Reines	O
comme	O
vous	O
valent	O
les	O
plus	O
grands	O
Rois	O
,	O
Et	O
l'	O
Etat	O
ne	O
doit	O
point	O
vous	O
imposer	O
des	O
Lois	O
.	O

S'	O
il	O
faut	O
un	O
Maître	O
,	O
enfin	O
j'	O
en	O
accepte	O
le	O
titre	O
;	O

Mais	O
des	O
droits	O
souverains	O
soyez	O
toujours	O
l'	O
arbitre	O
.	O

Voyez	O
toujours	O
mon	O
Peuple	O
à	O
vos	O
pieds	O
prosterné	O
,	O
Vous	O
aurez	O
en	O
moi-même	O
un	O
sujet	O
couronné	O
,	O
J'	O
en	O
atteste	O
les	O
Dieux	O
.	O

Quand	O
à	O
mon	O
Hyménée	O
,	O
Quel	O
besoin	O
pour	O
l'	O
Empire	O
en	O
presse	O
la	O
journée	O
?	O

Il	O
faut	O
sans	O
ce	O
secours	O
vaincre	O
la	O
trahison	O
,	O
Il	O
faut	O
enfin	O
qu'	O
Oreste	O
imite	O
Agamemnon	O
.	O

Son	O
bras	O
et	O
non	O
l'	O
Hymen	O
fournit	O
à	O
la	O
Couronne	O
Les	O
Champs	O
Arcadiens	O
,	O
Corinthe	B-LOC
,	O
Sicionne	O
,	O
Et	O
s'	O
il	O
faut	O
à	O
mon	O
tour	O
étendre	O
nos	O
Etats	O
,	O
Je	O
ne	O
veux	O
rien	O
devoir	O
qu'	O
au	O
secours	O
de	O
mon	O
bras	O
.	O

Donnez	O
d'	O
autres	O
raisons	O
à	O
qui	O
sait	O
vous	O
entendre	O
.	O

Je	O
vois	O
que	O
vous	O
aimez	O
toujours	O
votre	O
Cassandre	O
.	O

Est-ce	O
un	O
crime	O
si	O
grand	O
de	O
s'	O
en	O
laisser	O
charmer	O
?	O

Un	O
invincible	O
instinct	O
me	O
force	O
de	O
l'	O
aimer	O
.	O

Cette	O
nécessité	O
d'	O
aimer	O
n'	O
est	O
que	O
faiblesse	O
Et	O
choisir	O
dans	O
un	O
sang	O
ennemi	O
de	O
la	O
Grèce	B-LOC
,	O
C'	O
est	O
une	O
lâcheté	O
trop	O
honteuse	O
à	O
mon	O
sang	O
.	O

Reine	O
,	O
méprisez-vous	O
celles	O
de	O
votre	O
rang	O
?	O

Mère	O
,	O
condamnez-vous	O
l'	O
excusable	O
faiblesse	O
D'	O
un	O
fils	O
charmé	O
des	O
yeux	O
d'	O
une	O
auguste	O
Princesse	O
?	O

Vous	O
pour	O
moi	O
si	O
sensible	O
et	O
si	O
juste	O
pour	O
tous	O
!	O

Je	O
suis	O
la	O
même	O
encor	O
;	O

mais	O
vous	O
,	O
ingrat	O
,	O
mais	O
vous	O
,	O
Gardez-vous	O
pour	O
Cassandre	O
une	O
flamme	O
rebelle	O
,	O
Quand	O
vos	O
seuls	O
intérêts	O
me	O
font	O
armer	O
contre	O
elle	O
?	O

La	O
verrai-je	O
pour	O
dot	O
n'	O
apporter	O
à	O
mon	O
fils	O
Que	O
des	O
pleurs	O
,	O
que	O
des	O
fers	O
,	O
que	O
de	O
tristes	O
débris	O
?	O

Sans	O
Amis	O
,	O
sans	O
Parents	O
,	O
Captive	O
,	O
misérable	O
.....	O
Pour	O
être	O
infortunée	O
est-elle	O
moins	O
aimable	O
?	O

La	O
vertu	O
dans	O
les	O
fers	O
,	O
la	O
beauté	O
dans	O
les	O
pleurs	O
,	O
N'	O
attire-t-elle	O
pas	O
la	O
pitié	O
des	O
grands	O
coeurs	O
?	O

Plus	O
elle	O
est	O
malheureuse	O
et	O
plus	O
elle	O
m'	O
est	O
chère	O
.	O

Quel	O
plaisir	O
de	O
pouvoir	O
réparer	O
sa	O
misère	O
!	O

Mais	O
vous	O
la	O
haïssez	O
,	O
Madame	O
.	O

Je	O
le	O
dois	O
,	O
Et	O
vous	O
devez	O
aussi	O
la	O
haïr	O
comme	O
moi	O
.	O

Sur	O
votre	O
haine	O
hélas	O
dois-je	O
régler	O
la	O
mienne	O
?	O

Quelles	O
raisons	O
?	O

...	O
Songez	O
que	O
Cassandre	O
est	O
Troyenne	O
.	O

Que	O
son	O
frère	O
Pâris	O
,	O
ce	O
lâche	O
ravisseur	O
Sût	O
dans	O
Sparte	B-LOC
enlever	O
la	O
Princesse	O
ma	O
soeur	O
.	O

Pour	O
ouvrir	O
à	O
nos	O
Grecs	O
le	O
chemin	O
de	O
l'	O
Asie	B-LOC
,	O
Il	O
fallut	O
immoler	O
ma	O
fille	O
Iphigénie	O
.	O

Troie	B-LOC
a	O
fait	O
succomber	O
nos	O
plus	O
braves	O
Héros	O
.	O

Ses	O
vainqueurs	O
,	O
mon	O
Époux	O
a	O
péri	O
sous	O
les	O
flots	O
:	O
Et	O
vous	O
épouseriez	O
cette	O
même	O
Cassandre	O
,	O
Que	O
d'	O
un	O
sang	O
si	O
fatal	O
les	O
Dieux	O
ont	O
fait	O
descendre	O
?	O

Ah	O
laissez-là	O
plutôt	O
en	O
proie	O
à	O
ses	O
douleurs	O
Prédire	O
l'	O
Avenir	O
pleine	O
de	O
ses	O
fureurs	O
Et	O
pousser	O
dans	O
les	O
airs	O
ces	O
tristes	O
Prophéties	O
,	O
Que	O
ses	O
propres	O
malheurs	O
n'	O
ont	O
que	O
trop	O
éclaircies	O
,	O
Et	O
n'	O
allez	O
point	O
en	O
lâche	O
à	O
son	O
sang	O
odieux	O
Mêler	O
le	O
plus	O
beau	O
sang	O
de	O
la	O
terre	O
et	O
des	O
Dieux	O
.	O

Je	O
vois	O
bien	O
,	O
fils	O
ingrat	O
,	O
que	O
ce	O
discours	O
te	O
gêne	O
.	O

Mais	O
je	O
le	O
redis	O
,	O
règne	O
et	O
fais	O
une	O
autre	O
Reine	O
,	O
Ou	O
par	O
mon	O
propre	O
Hymen	O
je	O
m'	O
en	O
vais	O
faire	O
un	O
Roi	O
.	O

Clytemnestre	O
en	O
ces	O
lieux	O
peut	O
encor	O
plus	O
que	O
toi	O
.	O

L'	O
Autel	O
est	O
préparé	O
,	O
la	O
Victime	O
est	O
ornée	O
,	O
Le	O
Prêtre	O
,	O
tout	O
est	O
prêt	O
pour	O
ce	O
grand	O
Hyménée	O
.	O

Cruel	O
,	O
ne	O
veux-tu	O
point	O
te	O
garantir	O
d'	O
un	O
mal	O
?	O

...	O
Oui	O
je	O
l'	O
empêcherai	O
cet	O
Hymen	O
fatal	O
,	O
Madame	O
,	O
je	O
saurai	O
.....	O
Quoi	O
jusqu'	O
à	O
la	O
menace	O
!	O

Insolent	O
,	O
osez-vous	O
?	O

.....	O
Excusez	O
mon	O
audace	O
.	O

Contre	O
Egisthe	O
mon	O
coeur	O
tourne	O
tout	O
son	O
courroux	O
,	O
Et	O
ne	O
confondra	O
point	O
ce	O
perfide	O
avec	O
vous	O
.	O

Tant	O
que	O
vous	O
serez	O
seule	O
au	O
rang	O
de	O
Souveraine	O
Votre	O
fils	O
à	O
vos	O
lois	O
se	O
soumettra	O
sans	O
peine	O
.	O

Mais	O
avant	O
qu'	O
avec	O
vous	O
on	O
partage	O
ce	O
rang	O
,	O
Cet	O
injuste	O
dessein	O
coûtera	O
bien	O
du	O
sang	O
.	O

Je	O
vous	O
laisse	O
y	O
penser	O
.	O

Ô	O
Ciel	O
,	O
quelle	O
arrogance	O
!	O

De	O
tous	O
mes	O
soins	O
pour	O
lui	O
cruelle	O
récompense	O
!	O

J'	O
ai	O
garanti	O
ses	O
jours	O
des	O
périls	O
les	O
plus	O
grands	O
Ou	O
l'	O
absence	O
d'	O
un	O
Père	O
expose	O
les	O
Enfants	O
.	O

Fille	O
,	O
Veuve	O
de	O
Rois	O
et	O
seule	O
dans	O
Mycènes	B-LOC
Depuis	O
dix	O
ans	O
entiers	O
Maîtresse	O
Souveraine	O
,	O
Je	O
lui	O
cède	O
mon	O
rang	O
et	O
cet	O
indigne	O
fils	O
....	O
Ah	O
,	O
mon	O
Hymen	O
,	O
Ingrat	O
,	O
punira	O
tes	O
mépris	O
.	O

Non	O
que	O
mon	O
seul	O
dépit	O
contre	O
un	O
fils	O
téméraire	O
Me	O
contraigne	O
à	O
l'	O
éclat	O
que	O
je	O
suis	O
preste	O
à	O
faire	O
Mais	O
...	O
Quel	O
autre	O
motif	O
vous	O
y	O
force	O
en	O
ce	O
jour	O
?	O

Te	O
le	O
dirai-je	O
?	O

Hélas	O
,	O
Doride	O
,	O
c'	O
est	O
l'	O
amour	O
.	O

Dieux	O
,	O
que	O
m'	O
apprenez-vous	O
?	O

quoi	O
se	O
peut-il	O
,	O
Madame	O
,	O
Que	O
pour	O
Egisthe	O
!	O

......	O
Egisthe	O
a	O
su	O
toucher	O
mon	O
âme	O
.	O

Tout	O
me	O
le	O
fait	O
aimer	O
,	O
un	O
astre	O
injurieux	O
,	O
Le	O
temps	O
l'	O
occasion	O
,	O
le	O
Roi	O
,	O
mon	O
fils	O
,	O
les	O
Dieux	O
.	O

Hé	O
quoi	O
,	O
Madame	O
?	O

....	O
Apprends	O
par	O
quelle	O
destinée	O
Dans	O
ce	O
fatal	O
amour	O
je	O
me	O
trouve	O
entraînée	O
.	O

Tu	O
sais	O
qu'	O
écoutant	O
trop	O
un	O
Oracle	O
inhumain	O
,	O
Dans	O
l'	O
Aulide	O
arrêté	O
par	O
un	O
calme	O
soudain	O
,	O
Mon	O
époux	O
préférant	O
sa	O
Gloire	O
à	O
sa	O
famille	O
Pour	O
obtenir	O
les	O
Vents	O
sacrifia	O
ma	O
fille	O
.	O

Quelle	O
douleur	O
pour	O
moi	O
,	O
quels	O
transports	O
,	O
quel	O
courroux	O
!	O

Je	O
le	O
nommais	O
cent	O
fois	O
lâche	O
et	O
perfide	O
époux	O
,	O
Roi	O
cruel	O
,	O
Père	O
indigne	O
.	O

Il	O
partit	O
,	O
son	O
absence	O
De	O
mes	O
emportements	O
calma	O
la	O
violence	O
,	O
Des	O
devoirs	O
de	O
son	O
rang	O
je	O
compris	O
les	O
rigueurs	O
Et	O
je	O
vins	O
dans	O
Mycènes	B-LOC
enfermer	O
mes	O
douleurs	O
.	O

Cependant	O
par	O
quels	O
soins	O
,	O
avec	O
combien	O
de	O
zèle	O
Egisthe	O
combattait	O
ma	O
tristesse	O
mortelle	O
!	O

M'	O
aidait	O
à	O
soutenir	O
le	O
fardeau	O
de	O
l'	O
Etat	O
!	O

Travaillait	O
,	O
s'	O
exposait	O
pour	O
en	O
croître	O
l'	O
éclat	O
!	O

On	O
l'	O
admirait	O
,	O
Madame	O
.	O

Hélas	O
!	O

Qui	O
l'	O
eut	O
pu	O
croire	O
?	O

Egisthe	O
trahissant	O
son	O
devoir	O
et	O
sa	O
Gloire	O
,	O
Sous	O
ce	O
zèle	O
apparent	O
,	O
sous	O
ce	O
dehors	O
trompeur	O
Cachait	O
pour	O
Clytemnestre	O
une	O
coupable	O
ardeur	O
.	O

Ciel	O
,	O
qu'	O
entends-je	O
!	O

Il	O
m'	O
en	O
fit	O
un	O
aveu	O
téméraire	O
.	O

Ah	O
que	O
n'	O
en	O
crus-je	O
alors	O
ma	O
trop	O
juste	O
colère	O
.	O

Je	O
voulais	O
sur	O
le	O
champ	O
le	O
perdre	O
ou	O
le	O
bannir	O
,	O
J'	O
y	O
prévis	O
des	O
périls	O
,	O
je	O
dus	O
les	O
prévenir	O
,	O
Je	O
me	O
tus	O
:	O
seulement	O
j'	O
employais	O
mon	O
adresse	O
Pour	O
pouvoir	O
rappeler	O
mon	O
époux	O
dans	O
la	O
Grèce	B-LOC
,	O
J'	O
écrivis	O
,	O
je	O
pressai	O
.	O

Vaine	O
précaution	O
!	O

Son	O
grand	O
coeur	O
ne	O
songeait	O
qu'	O
à	O
détruire	O
Ilion	B-LOC
,	O
Ne	O
cherchait	O
qu'	O
une	O
gloire	O
à	O
tous	O
les	O
deux	O
fatale	O
.	O

Bien	O
plus	O
.	O

Quoi	O
?	O

Dans	O
son	O
Camp	O
j'	O
avais	O
une	O
Rivale	O
:	O
Il	O
aimait	O
Briséis	O
,	O
il	O
me	O
manquait	O
de	O
foi	O
.	O

Quel	O
surcroît	O
de	O
douleur	O
et	O
de	O
dépit	O
pour	O
moi	O
!	O

Pleine	O
de	O
mes	O
chagrins	O
,	O
sombre	O
,	O
inquiète	O
,	O
triste	O
,	O
J'	O
en	O
conçus	O
plus	O
d'	O
horreur	O
pour	O
la	O
flamme	O
d'	O
Egisthe	O
,	O
Je	O
l'	O
évitais	O
partout	O
.	O

Ce	O
mépris	O
généreux	O
Irritait	O
sa	O
constance	O
et	O
redoublait	O
ses	O
feux	O
.	O

Pour	O
le	O
bien	O
de	O
l'	O
Etat	O
,	O
ses	O
soins	O
,	O
sa	O
vigilance	O
Me	O
forcèrent	O
enfin	O
à	O
quelque	O
complaisance	O
:	O
Un	O
funeste	O
poison	O
se	O
glissa	O
dans	O
mon	O
sein	O
,	O
Et	O
pour	O
comble	O
de	O
maux	O
un	O
récit	O
trop	O
certain	O
M'	O
apprit	O
qu'	O
Agamemnon	O
sur	O
les	O
bords	O
du	O
Scamandre	O
S'	O
était	O
laissé	O
charmer	O
aux	O
beautés	O
de	O
Cassandre	O
,	O
Qu'	O
il	O
voulait	O
l'	O
arracher	O
au	O
culte	O
de	O
ses	O
Dieux	O
,	O
Que	O
peut-être	O
il	O
venait	O
l'	O
épouser	O
à	O
mes	O
yeux	O
.	O

Je	O
ne	O
le	O
cèle	O
point	O
,	O
toutes	O
ces	O
perfidies	O
Jetèrent	O
